Employee Number,Employee Full Name,Date of Birth,Gender,Position Type,Division,Function Name,Recruitment Type,Joined On,Confirmation Date,Position Job Level (Label),Employee Type,Employee Status,Assignment Status,Last Promotion Date
794511,Ayaan Roy,07-03-1980,Female,Full-time,Division C,Operations,Internal,02-12-2023,28-02-2023,Mid,Contractual,Active,Unassigned,02-02-2023
357109,Anika Desai,04-08-1990,Male,Full-time,Division B,Operations,External,29-06-2023,12-11-2022,Lead,Contractual,Inactive,Assigned,24-07-2020
217806,Ishaan Singh,10-08-1971,Female,Part-time,Division B,Marketing,External,20-10-2021,20-05-2021,Senior,Temporary,Active,Unassigned,06-03-2023
217624,Sai Krishna,21-04-1995,Female,Part-time,Division A,Operations,External,08-04-2020,25-01-2020,Junior,Temporary,Active,Assigned,15-06-2023
204818,Aadhya Verma,22-07-2001,Male,Full-time,Division C,Marketing,External,07-12-2020,12-11-2020,Senior,Temporary,Inactive,Assigned,26-06-2021
536982,Aarav Sharma,09-08-1976,Male,Contract,Division A,Operations,Internal,11-10-2021,02-05-2020,Lead,Permanent,Active,Unassigned,01-11-2023
692838,Ananya Mehta,16-07-1988,Female,Full-time,Division B,Marketing,External,08-01-2022,06-08-2021,Lead,Permanent,Inactive,Assigned,02-02-2024
562502,Sai Krishna,14-09-1998,Male,Contract,Division A,Operations,External,06-06-2022,24-01-2020,Junior,Contractual,Active,Assigned,09-07-2023
778166,Aadhya Verma,19-09-1971,Male,Part-time,Division A,Operations,External,23-04-2022,11-07-2021,Lead,Permanent,Active,Assigned,13-05-2022
502156,Diya Shah,01-05-1992,Female,Full-time,Division C,Marketing,Internal,23-07-2023,16-06-2022,Lead,Permanent,Active,Assigned,07-09-2021
191845,Diya Shah,02-09-2005,Male,Contract,Division B,Operations,Internal,04-11-2023,19-06-2022,Senior,Temporary,Active,Unassigned,03-02-2021
726320,Aarav Sharma,15-07-1981,Male,Contract,Division B,Operations,Internal,23-10-2022,17-08-2022,Junior,Temporary,Active,Assigned,19-09-2021
481466,Ayaan Roy,14-12-1999,Male,Full-time,Division B,Operations,Internal,25-11-2021,15-01-2021,Junior,Permanent,Active,Assigned,22-05-2021
535184,Aarya Mishra,09-05-1999,Male,Contract,Division C,Operations,Internal,09-02-2021,01-03-2020,Senior,Permanent,Active,Unassigned,23-05-2021
226133,Ira Joshi,11-07-1968,Male,Full-time,Division A,Operations,External,05-08-2023,08-07-2021,Senior,Permanent,Inactive,Assigned,28-07-2022
141729,Aarya Mishra,17-01-1995,Female,Full-time,Division C,Operations,External,05-03-2024,16-09-2020,Senior,Temporary,Active,Assigned,26-02-2021
695998,Diya Shah,10-10-1970,Male,Contract,Division A,Operations,External,28-01-2024,28-08-2023,Junior,Permanent,Active,Assigned,09-09-2022
617708,Ananya Mehta,06-03-2005,Male,Part-time,Division B,Marketing,External,07-10-2021,02-01-2021,Lead,Contractual,Active,Assigned,02-04-2021
948672,Ayaan Roy,25-12-1987,Female,Part-time,Division A,Marketing,Internal,23-11-2021,21-05-2021,Senior,Permanent,Active,Assigned,03-08-2020
396622,Riya Pandey,17-06-1989,Female,Part-time,Division B,Operations,Internal,31-05-2023,09-01-2022,Senior,Temporary,Active,Assigned,13-01-2020
121849,Aditya Kumar,10-07-2001,Female,Part-time,Division B,Operations,External,03-10-2023,31-05-2022,Senior,Permanent,Active,Assigned,02-03-2022
591182,Aarav Sharma,18-10-2005,Male,Contract,Division A,Operations,Internal,27-01-2023,05-05-2022,Mid,Permanent,Active,Unassigned,02-01-2023
737164,Aadhya Verma,23-11-1988,Female,Full-time,Division A,Operations,Internal,20-02-2023,19-12-2022,Senior,Temporary,Active,Assigned,06-03-2020
925304,Ira Joshi,17-11-1993,Female,Contract,Division C,Operations,Internal,19-03-2024,16-07-2023,Mid,Temporary,Active,Assigned,28-04-2024
507208,Sai Krishna,27-05-2002,Female,Contract,Division A,Operations,Internal,19-04-2021,09-09-2020,Junior,Permanent,Inactive,Unassigned,19-07-2022
546383,Aarohi Jain,21-04-2004,Female,Contract,Division A,Operations,Internal,08-01-2020,20-03-2019,Mid,Temporary,Inactive,Unassigned,04-01-2024
992577,Sai Krishna,10-08-1988,Female,Full-time,Division C,Operations,Internal,18-12-2021,03-06-2020,Mid,Permanent,Active,Assigned,22-11-2020
201114,Reyansh Gupta,17-11-1984,Female,Full-time,Division C,Marketing,External,02-09-2023,28-12-2021,Lead,Permanent,Active,Unassigned,24-12-2021
264035,Arjun Reddy,01-12-2004,Female,Contract,Division B,Marketing,Internal,14-05-2021,11-03-2021,Mid,Temporary,Active,Unassigned,02-08-2020
858997,Aditya Kumar,09-09-1989,Female,Part-time,Division A,Marketing,External,17-01-2020,01-04-2019,Lead,Temporary,Active,Assigned,08-10-2021
212776,Reyansh Gupta,16-02-1992,Male,Full-time,Division B,Marketing,Internal,19-02-2024,10-10-2023,Lead,Contractual,Active,Unassigned,16-11-2023
524208,Myra Kapoor,13-06-1972,Female,Contract,Division C,Operations,External,20-10-2021,28-09-2021,Senior,Contractual,Active,Unassigned,15-12-2023
458645,Ayaan Roy,05-05-1996,Female,Part-time,Division A,Marketing,External,08-09-2022,02-01-2021,Mid,Temporary,Inactive,Assigned,02-01-2020
722583,Myra Kapoor,14-02-1984,Female,Full-time,Division B,Marketing,External,19-01-2023,09-10-2022,Lead,Contractual,Active,Unassigned,11-03-2023
472350,Sai Krishna,29-10-2002,Male,Contract,Division C,Operations,External,06-01-2024,13-07-2022,Lead,Permanent,Active,Assigned,05-04-2020
257834,Ira Joshi,17-11-1976,Female,Full-time,Division A,Operations,Internal,06-07-2022,13-10-2021,Senior,Temporary,Active,Unassigned,25-06-2022
596254,Aarya Mishra,22-02-1977,Female,Full-time,Division A,Operations,Internal,12-10-2022,10-01-2022,Junior,Permanent,Inactive,Assigned,25-07-2021
835491,Sai Krishna,19-05-1971,Male,Contract,Division A,Operations,External,21-10-2021,22-02-2021,Junior,Contractual,Inactive,Unassigned,08-06-2021
964076,Myra Kapoor,08-07-1966,Female,Full-time,Division B,Operations,External,24-12-2020,05-01-2020,Mid,Temporary,Active,Unassigned,31-07-2023
635112,Aarav Sharma,31-05-1990,Female,Contract,Division C,Operations,External,17-03-2023,05-08-2022,Senior,Contractual,Active,Unassigned,15-06-2022
811461,Diya Shah,04-07-1984,Male,Contract,Division B,Operations,External,08-11-2022,25-02-2020,Lead,Permanent,Active,Assigned,02-03-2024
143172,Anika Desai,07-06-2004,Female,Contract,Division B,Marketing,Internal,20-08-2021,09-07-2020,Senior,Permanent,Active,Assigned,05-12-2021
599719,Aditya Kumar,27-06-1967,Female,Part-time,Division C,Operations,External,07-10-2023,16-08-2023,Senior,Permanent,Inactive,Unassigned,25-07-2021
664139,Krishna Nair,21-09-1963,Male,Contract,Division C,Operations,Internal,05-06-2024,16-02-2020,Lead,Contractual,Active,Assigned,02-12-2023
740903,Vihaan Agarwal,28-06-1985,Male,Contract,Division A,Operations,External,21-12-2020,14-11-2020,Senior,Temporary,Active,Assigned,15-02-2023
466629,Avni Shukla,13-08-1975,Female,Full-time,Division C,Marketing,External,29-09-2021,06-09-2021,Lead,Permanent,Active,Assigned,25-01-2021
615523,Myra Kapoor,19-05-1965,Male,Full-time,Division A,Operations,Internal,11-11-2023,05-08-2023,Lead,Contractual,Active,Unassigned,24-11-2020
371362,Vivaan Patel,11-04-2004,Female,Contract,Division C,Operations,External,09-01-2021,29-03-2020,Junior,Contractual,Active,Unassigned,01-01-2021
790956,Aadhya Verma,17-10-1967,Male,Contract,Division A,Operations,Internal,17-04-2022,12-01-2022,Lead,Contractual,Active,Assigned,31-05-2024
505032,Aarohi Jain,25-07-1997,Female,Contract,Division A,Marketing,External,07-01-2024,27-01-2021,Mid,Temporary,Active,Assigned,03-07-2022
136036,Ira Joshi,07-02-1982,Female,Contract,Division C,Operations,External,11-07-2021,08-10-2020,Junior,Contractual,Active,Unassigned,09-03-2024
279999,Diya Shah,25-10-1999,Female,Full-time,Division B,Marketing,Internal,09-12-2020,14-07-2020,Senior,Permanent,Active,Assigned,18-09-2023
503296,Vihaan Agarwal,08-05-1996,Male,Part-time,Division A,Operations,Internal,06-07-2020,21-12-2019,Mid,Permanent,Active,Assigned,16-01-2024
328962,Krishna Nair,22-05-1986,Female,Contract,Division B,Operations,Internal,20-03-2024,15-07-2023,Junior,Permanent,Active,Assigned,11-02-2020
822744,Vihaan Agarwal,05-01-1976,Female,Full-time,Division B,Operations,External,17-12-2020,02-04-2020,Mid,Contractual,Active,Assigned,19-06-2020
995619,Aarohi Jain,10-03-1972,Male,Contract,Division A,Operations,Internal,04-04-2020,15-12-2019,Mid,Temporary,Active,Assigned,20-03-2020
119007,Ananya Mehta,17-10-1966,Male,Contract,Division C,Operations,Internal,29-04-2022,28-01-2022,Senior,Permanent,Active,Assigned,07-01-2021
950584,Ayaan Roy,01-04-1993,Male,Contract,Division C,Operations,Internal,02-01-2021,26-11-2020,Lead,Contractual,Active,Assigned,07-02-2021
590830,Reyansh Gupta,31-01-1977,Female,Full-time,Division A,Operations,Internal,08-07-2024,04-07-2022,Junior,Permanent,Active,Unassigned,23-04-2023
608436,Vihaan Agarwal,29-09-1975,Female,Contract,Division B,Operations,Internal,27-07-2020,31-07-2019,Junior,Permanent,Active,Assigned,27-05-2022
680920,Aditya Kumar,10-03-1976,Female,Contract,Division C,Operations,Internal,06-05-2021,21-02-2020,Lead,Permanent,Active,Unassigned,31-08-2020
443148,Anika Desai,29-06-1970,Male,Part-time,Division A,Marketing,External,23-05-2021,13-07-2020,Junior,Contractual,Active,Unassigned,26-08-2022
276243,Krishna Nair,19-12-1985,Male,Contract,Division B,Marketing,Internal,21-03-2023,30-05-2022,Mid,Contractual,Active,Unassigned,05-08-2020
305401,Ishaan Singh,11-04-1969,Male,Full-time,Division A,Marketing,Internal,24-06-2020,11-07-2019,Lead,Contractual,Active,Unassigned,30-01-2021
647913,Ananya Mehta,08-03-1971,Male,Part-time,Division B,Marketing,Internal,23-10-2021,01-07-2021,Junior,Temporary,Active,Unassigned,10-03-2021
825630,Krishna Nair,16-03-1972,Female,Part-time,Division A,Marketing,Internal,09-05-2024,10-07-2020,Lead,Contractual,Active,Assigned,19-02-2022
923852,Krishna Nair,03-08-1997,Female,Contract,Division C,Operations,Internal,07-08-2021,17-11-2020,Lead,Permanent,Inactive,Assigned,13-11-2022
102509,Vivaan Patel,29-11-1988,Male,Contract,Division C,Operations,Internal,18-12-2020,22-05-2020,Senior,Temporary,Active,Assigned,07-11-2022
567721,Arjun Reddy,25-10-1989,Female,Contract,Division B,Operations,Internal,16-08-2021,17-05-2021,Senior,Temporary,Active,Unassigned,21-03-2021
645599,Ishaan Singh,18-01-1998,Male,Part-time,Division B,Operations,Internal,08-11-2022,05-08-2021,Senior,Temporary,Active,Unassigned,18-08-2021
525527,Ayaan Roy,29-12-1988,Male,Part-time,Division C,Marketing,Internal,23-12-2023,25-06-2021,Junior,Contractual,Active,Unassigned,08-03-2022
377042,Riya Pandey,13-04-2002,Male,Full-time,Division B,Operations,Internal,04-06-2022,12-01-2022,Lead,Temporary,Active,Assigned,15-01-2020
103214,Ishaan Singh,27-04-1994,Male,Part-time,Division A,Marketing,External,27-11-2020,15-09-2020,Lead,Permanent,Active,Unassigned,04-07-2023
130810,Sai Krishna,22-01-2003,Male,Full-time,Division C,Marketing,Internal,08-08-2021,03-11-2020,Senior,Contractual,Inactive,Unassigned,09-06-2022
379801,Ishaan Singh,06-03-1969,Male,Full-time,Division A,Operations,Internal,25-11-2021,08-07-2021,Senior,Contractual,Active,Unassigned,19-11-2022
579052,Myra Kapoor,03-05-1988,Male,Contract,Division C,Marketing,External,28-06-2024,17-09-2020,Junior,Temporary,Inactive,Unassigned,11-06-2022
699245,Arjun Reddy,14-02-1966,Female,Full-time,Division B,Operations,Internal,18-10-2020,12-09-2020,Lead,Permanent,Inactive,Assigned,21-09-2021
958026,Arjun Reddy,20-05-2004,Male,Part-time,Division A,Operations,Internal,29-04-2022,11-08-2020,Lead,Temporary,Inactive,Unassigned,08-07-2021
297856,Ishaan Singh,15-06-1985,Male,Contract,Division B,Operations,External,25-06-2020,06-06-2020,Lead,Contractual,Active,Assigned,24-11-2021
212820,Krishna Nair,12-11-1981,Female,Part-time,Division C,Marketing,Internal,11-10-2020,29-08-2020,Lead,Contractual,Active,Assigned,16-02-2020
138358,Aarav Sharma,04-01-1989,Male,Full-time,Division A,Marketing,Internal,20-12-2022,05-01-2021,Junior,Temporary,Inactive,Assigned,18-05-2021
999196,Riya Pandey,27-03-1984,Female,Part-time,Division B,Operations,External,17-10-2020,22-01-2020,Lead,Temporary,Active,Unassigned,09-06-2021
722544,Arjun Reddy,02-09-1997,Female,Part-time,Division B,Operations,External,30-05-2021,16-02-2021,Lead,Permanent,Inactive,Unassigned,04-02-2023
476901,Aarav Sharma,14-12-1983,Male,Contract,Division C,Operations,Internal,22-03-2021,22-01-2021,Junior,Permanent,Inactive,Assigned,07-01-2023
502423,Aarohi Jain,15-10-1966,Male,Part-time,Division A,Operations,Internal,30-03-2022,17-11-2021,Mid,Permanent,Active,Unassigned,05-04-2020
560710,Ira Joshi,03-01-1981,Female,Full-time,Division B,Marketing,Internal,27-02-2024,26-01-2022,Senior,Temporary,Active,Assigned,27-01-2020
867122,Anika Desai,16-04-1983,Male,Full-time,Division B,Operations,External,15-09-2023,08-08-2022,Mid,Permanent,Active,Unassigned,15-06-2021
484944,Sai Krishna,01-04-1977,Female,Contract,Division C,Operations,Internal,11-12-2021,08-11-2020,Lead,Contractual,Active,Assigned,09-07-2021
123359,Arjun Reddy,14-06-1992,Male,Part-time,Division B,Operations,External,16-01-2020,24-12-2019,Mid,Temporary,Active,Unassigned,30-08-2020
692154,Ira Joshi,24-06-2004,Male,Contract,Division B,Operations,External,26-06-2022,24-05-2020,Senior,Contractual,Active,Unassigned,25-01-2022
768097,Ira Joshi,08-10-1998,Male,Part-time,Division C,Marketing,Internal,11-10-2020,06-05-2020,Junior,Temporary,Active,Unassigned,12-05-2020
561864,Aadhya Verma,29-11-1994,Female,Part-time,Division A,Operations,Internal,02-05-2022,25-08-2021,Mid,Permanent,Active,Assigned,25-11-2020
492558,Sai Krishna,17-11-1997,Female,Contract,Division B,Operations,External,16-06-2022,17-02-2020,Junior,Permanent,Active,Unassigned,24-04-2023
481305,Anika Desai,07-07-2001,Female,Full-time,Division B,Operations,External,29-11-2021,25-05-2021,Senior,Contractual,Active,Assigned,05-01-2024
348106,Anika Desai,08-01-1973,Female,Contract,Division C,Marketing,Internal,29-09-2022,04-11-2021,Lead,Permanent,Active,Assigned,05-01-2024
714977,Aarav Sharma,24-07-1992,Male,Contract,Division C,Operations,Internal,21-05-2022,28-02-2022,Lead,Permanent,Active,Assigned,22-05-2022
869732,Ananya Mehta,28-09-2003,Male,Part-time,Division A,Operations,Internal,08-09-2023,01-04-2022,Senior,Contractual,Active,Unassigned,25-05-2023
583937,Ishaan Singh,09-12-1980,Female,Part-time,Division C,Marketing,Internal,31-12-2023,03-03-2021,Mid,Permanent,Active,Assigned,21-12-2022
795644,Ayaan Roy,15-12-1971,Female,Full-time,Division C,Marketing,External,01-04-2023,17-01-2023,Lead,Temporary,Inactive,Assigned,02-02-2020
446725,Krishna Nair,08-02-1986,Female,Contract,Division B,Operations,Internal,11-02-2021,30-06-2020,Lead,Contractual,Active,Assigned,17-02-2021
144578,Vihaan Agarwal,27-09-2000,Female,Contract,Division B,Marketing,Internal,26-07-2020,11-04-2020,Mid,Permanent,Active,Assigned,06-09-2023
372506,Aarohi Jain,06-12-1996,Female,Contract,Division C,Marketing,External,09-04-2022,11-01-2020,Senior,Temporary,Active,Assigned,28-07-2021
417954,Myra Kapoor,17-04-1977,Male,Part-time,Division C,Operations,External,03-07-2021,01-12-2020,Lead,Permanent,Inactive,Assigned,23-05-2022
791226,Aarav Sharma,07-08-1984,Male,Contract,Division A,Operations,Internal,14-05-2024,25-05-2021,Senior,Contractual,Inactive,Unassigned,09-04-2024
462290,Ayaan Roy,17-04-1977,Male,Full-time,Division C,Operations,Internal,31-10-2023,27-04-2020,Mid,Temporary,Active,Assigned,14-07-2021
211908,Aarohi Jain,15-09-1975,Female,Contract,Division C,Operations,Internal,11-12-2020,22-09-2020,Senior,Contractual,Inactive,Assigned,10-08-2022
621585,Aadhya Verma,17-05-1978,Male,Part-time,Division A,Operations,Internal,09-01-2024,24-06-2022,Lead,Permanent,Inactive,Assigned,21-08-2023
758196,Ananya Mehta,03-03-1996,Male,Contract,Division C,Operations,External,28-11-2023,01-02-2023,Junior,Contractual,Active,Unassigned,15-07-2022
539689,Aditya Kumar,30-03-1966,Female,Part-time,Division B,Operations,External,28-01-2023,11-10-2022,Mid,Permanent,Active,Assigned,18-02-2024
249742,Avni Shukla,12-02-2000,Female,Full-time,Division A,Operations,Internal,09-10-2023,17-03-2023,Senior,Temporary,Active,Unassigned,27-10-2023
321639,Avni Shukla,05-06-1997,Female,Contract,Division A,Operations,Internal,15-01-2024,29-05-2023,Mid,Temporary,Active,Assigned,11-02-2021
771326,Vivaan Patel,02-03-1988,Male,Part-time,Division C,Operations,External,16-08-2021,01-05-2021,Junior,Permanent,Active,Unassigned,22-12-2020
487230,Riya Pandey,31-05-1966,Female,Part-time,Division A,Operations,Internal,03-04-2024,16-05-2020,Junior,Contractual,Active,Unassigned,27-02-2022
246549,Ayaan Roy,19-06-1982,Male,Contract,Division B,Operations,Internal,19-06-2020,25-01-2020,Mid,Temporary,Active,Assigned,24-01-2021
508364,Krishna Nair,03-12-1966,Female,Contract,Division C,Marketing,External,03-03-2021,09-02-2020,Lead,Contractual,Inactive,Assigned,06-06-2024
145068,Ayaan Roy,08-04-1994,Female,Full-time,Division B,Operations,Internal,17-03-2020,22-06-2019,Mid,Temporary,Inactive,Unassigned,15-07-2024
260105,Myra Kapoor,15-05-1986,Male,Part-time,Division A,Operations,Internal,15-11-2021,11-09-2021,Lead,Permanent,Active,Unassigned,07-03-2020
612285,Vivaan Patel,20-12-1970,Male,Contract,Division C,Marketing,External,30-01-2023,24-10-2021,Senior,Permanent,Active,Assigned,05-07-2022
773907,Krishna Nair,31-10-1978,Male,Full-time,Division C,Operations,External,19-04-2020,04-10-2019,Lead,Temporary,Active,Unassigned,26-10-2023
194851,Krishna Nair,15-07-1975,Male,Full-time,Division A,Marketing,Internal,07-07-2023,12-06-2023,Mid,Temporary,Active,Assigned,24-04-2024
781293,Reyansh Gupta,29-09-2000,Female,Part-time,Division C,Operations,External,30-06-2024,28-10-2023,Mid,Permanent,Active,Assigned,06-09-2022
435682,Arjun Reddy,18-04-2003,Female,Part-time,Division B,Marketing,Internal,06-12-2022,01-01-2020,Senior,Temporary,Active,Assigned,25-01-2023
506029,Ishaan Singh,26-02-1972,Female,Part-time,Division B,Operations,External,07-01-2023,03-07-2020,Senior,Temporary,Active,Assigned,18-11-2022
542876,Reyansh Gupta,20-06-1965,Female,Contract,Division A,Operations,External,13-03-2022,18-08-2021,Lead,Permanent,Inactive,Assigned,29-09-2020
401406,Ayaan Roy,27-02-1973,Female,Full-time,Division C,Operations,External,20-05-2020,06-06-2019,Mid,Permanent,Active,Unassigned,12-05-2023
284946,Riya Pandey,18-03-1968,Female,Full-time,Division B,Operations,External,27-10-2022,30-07-2022,Senior,Permanent,Active,Unassigned,07-03-2024
617991,Myra Kapoor,06-03-2004,Female,Part-time,Division A,Operations,Internal,30-06-2020,30-03-2020,Mid,Temporary,Active,Assigned,24-08-2023
989793,Avni Shukla,10-01-1993,Female,Part-time,Division A,Operations,External,01-06-2023,25-09-2020,Senior,Contractual,Active,Assigned,29-06-2022
392097,Ananya Mehta,29-06-1995,Female,Part-time,Division B,Marketing,External,15-02-2022,20-12-2021,Mid,Temporary,Inactive,Unassigned,25-11-2023
931861,Reyansh Gupta,13-10-2000,Female,Full-time,Division B,Marketing,External,26-12-2021,17-05-2020,Senior,Permanent,Inactive,Assigned,05-05-2024
200055,Vihaan Agarwal,20-04-1976,Male,Contract,Division B,Operations,External,26-02-2020,24-04-2019,Junior,Permanent,Active,Assigned,10-04-2020
141682,Aditya Kumar,17-07-1981,Male,Part-time,Division A,Operations,Internal,29-05-2023,27-12-2020,Mid,Contractual,Active,Assigned,23-01-2021
